date,name,printed_name,mana_cost,type_line,colors,edition_code,edition_pt,url,prices,prices_mean,prices_median
2025-05-01,Gaea's Embrace,Abraço de Géia,{2}{G}{G},Enchantment — Aura,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=gaea's+embrace,[125.   125.     1.26   1.26 139.     1.43   1.7    1.7 ],49.54375,1.7
2025-05-01,Gamble,Transação Aleatória,{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=gamble,[46.12 49.75 49.9  49.9  50.   50.   52.73 52.9 ],50.1625,49.95
2025-05-01,Gilded Drake,Dragonete Engalanado,{1}{U},Creature — Drake,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=gilded+drake,[640.   649.99 699.75 699.99 799.   799.9  800.   805.49],736.7650000000001,749.495
2025-05-01,Glorious Anthem,Antífona Gloriosa,{1}{W}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=glorious+anthem,[ 2.85 14.63 18.  ],11.826666666666668,14.63
2025-05-01,Goblin Cadets,Cadetes Goblins,{R},Creature — Goblin,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+cadets,[1.04 1.2  1.62 1.64 1.69 1.69 1.93 1.93],1.5925,1.665
2025-05-01,Goblin Lackey,Lacaio Goblin,{R},Creature — Goblin,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+lackey,[ 93.   104.9  104.95 115.95 117.   124.9  134.9  142.45],117.25625,116.475
2025-05-01,Goblin Matron,Matrona Goblin,{2}{R},Creature — Goblin,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+matron,[2.95 3.   3.3  3.9  3.99 4.5  4.79 4.9 ],3.91625,3.9450000000000003
2025-05-01,Goblin Offensive,Ofensiva de Goblins,{X}{1}{R}{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+offensive,[2.85 3.05 4.25 4.28 6.09 6.37 7.99 9.99],5.608750000000001,5.1850000000000005
2025-05-01,Goblin Patrol,Patrulha de Goblins,{R},Creature — Goblin,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+patrol,[0.09 0.15 0.16 0.19 0.24 0.24 0.25 0.25],0.1962499999999999,0.215
2025-05-01,Goblin Raider,Goblin Salteador,{1}{R},Creature — Goblin Warrior,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+raider,[0.07 0.08 0.09 0.09 0.09 0.09 0.09 0.11],0.08875,0.09
2025-05-01,Goblin Spelunkers,Goblins Espeleólogos,{2}{R},Creature — Goblin Warrior,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+spelunkers,[0.06 0.06 0.09 0.09 0.09 0.09 0.09 0.09],0.0824999999999999,0.09
2025-05-01,Goblin War Buggy,Carro de Guerra dos Goblins,{1}{R},Creature — Goblin,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=goblin+war+buggy,[0.09 0.09 0.09 0.09 0.09 0.1  0.11 0.11],0.09625,0.09
2025-05-01,Gorilla Warrior,Gorila Guerreiro,{2}{G},Creature — Ape Warrior,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=gorilla+warrior,[0.03 0.03 0.05 0.06 0.09 0.09 0.09 0.1 ],0.0675,0.075
2025-05-01,Grafted Skullcap,Solidéu Enxertado,{4},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=grafted+skullcap,[1.   1.44 1.5  1.95 2.   2.79 2.99 2.99],2.0825,1.975
2025-05-01,Greater Good,Bem Maior,{2}{G}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=greater+good,[22.94 28.04 39.92 42.11 42.73 42.9  43.27 46.  ],38.48875,42.42
2025-05-01,Great Whale,Baleia Açu,{5}{U}{U},Creature — Whale,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=great+whale,[52.9  55.   59.9  59.9  59.95 59.95 59.98 60.  ],58.4475,59.925
2025-05-01,Greener Pastures,Pastagens Verdejantes,{2}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=greener+pastures,[  0.94   0.95   0.96   0.99   1.     1.18   1.35 141.  ],18.54625,0.995
2025-05-01,Guma,Guma,{2}{R},Creature — Cat,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=guma,[0.06 0.18 0.18 0.23 0.24 0.25 0.27 0.27],0.21,0.235
2025-05-01,Hawkeater Moth,Mariposa Falconívora,{3}{G},Creature — Insect,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hawkeater+moth,[0.18 0.18 0.19 0.19 0.2  0.2  0.2  0.23],0.19625,0.195
2025-05-01,Headlong Rush,Investida Arrojada,{1}{R},Instant,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=headlong+rush,[0.09 0.09 0.09 0.09 0.11 0.11 0.11 0.11],0.1,0.1
2025-05-01,Healing Salve,Bálsamo Restaurador,{W},Instant,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=healing+salve,[0.09 0.09 0.09 0.09 0.09 0.1  0.11 0.11],0.09625,0.09
2025-05-01,Heat Ray,Raio de Calor,{X}{R},Instant,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=heat+ray,[0.05 0.07 0.09 0.09 0.09 0.09 0.1  0.1 ],0.0849999999999999,0.09
2025-05-01,Herald of Serra,Arauto de Serra,{2}{W}{W},Creature — Angel,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=herald+of+serra,[ 8.5   9.5   9.9   9.9  10.34 10.49 10.5  10.8 ],9.99125,10.120000000000001
2025-05-01,Hermetic Study,Estudo Hermético,{1}{U},Enchantment — Aura,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hermetic+study,[0.08 0.09 0.09 0.09 0.09 0.11 0.18 0.18],0.11375,0.09
2025-05-01,Hibernation,Hibernação,{2}{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hibernation,[1.57 1.79 2.9  3.09 3.4  4.59 4.78 5.  ],3.390000000000001,3.245
2025-05-01,Hidden Ancients,Anciões Escondidos,{1}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hidden+ancients,[0.04 0.14 0.14 0.2  0.23 0.23 0.24 0.3 ],0.19,0.21500000000000002
2025-05-01,Hidden Guerrillas,Guerrilheiros Escondidos,{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hidden+guerrillas,[0.27 0.36 0.36 0.36 0.41 0.41 0.45 0.45],0.38375,0.385
2025-05-01,Hidden Herd,Rebanho Escondido,{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hidden+herd,[0.79 0.9  1.3  1.44 1.5  1.5  1.75 1.75],1.36625,1.47
2025-05-01,Hidden Predators,Predadores Escondidos,{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hidden+predators,[  0.75   0.3    0.81   0.95   0.99   1.     1.17 125.  ],16.37125,0.97
2025-05-01,Hidden Spider,Aranha Escondida,{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hidden+spider,[0.45 0.48 0.55 0.68 0.35 0.85 0.9  0.95],0.65125,0.615
2025-05-01,Hidden Stag,Cervo Escondido,{1}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hidden+stag,[0.36 0.5  0.54 0.63 0.7  0.86 0.89 0.9 ],0.6725,0.665
2025-05-01,Hollow Dogs,Cães Ôcos,{4}{B},Creature — Phyrexian Zombie Dog,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hollow+dogs,[0.06 0.07 0.08 0.09 0.11 0.11 0.11 0.11],0.0925,0.1
2025-05-01,Hopping Automaton,Autômato Pulador,{3},Artifact Creature — Construct,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hopping+automaton,[0.09 0.09 0.1  0.13 0.14 0.18 0.18 0.18],0.1362499999999999,0.135
2025-05-01,Horseshoe Crab,Caranguejo Ferradura,{2}{U},Creature — Crab,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=horseshoe+crab,[0.07 0.08 0.09 0.09 0.11 0.14 0.14 0.18],0.1125,0.1
2025-05-01,Humble,Modéstia,{1}{W},Instant,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=humble,[0.08 0.1  0.11 0.14 0.15 0.16 0.18 0.18],0.1374999999999999,0.14500000000000002
2025-05-01,Hush,Quietude,{3}{G},Sorcery,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=hush,[0.17 0.18 0.18 0.18 0.2  0.2  0.23 0.24],0.1975,0.19
2025-05-01,Ill-Gotten Gains,Ganhos Mal Adquiridos,{2}{B}{B},Sorcery,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=ill-gotten+gains,[ 6.6   9.78 10.74 10.99 11.   14.84 29.99 34.99],16.11625,10.995000000000001
2025-05-01,Imaginary Pet,Mascote Imaginário,{1}{U},Creature — Illusion,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=imaginary+pet,[  0.96   0.99 109.     1.12   1.13   1.24   1.25   1.27],14.62,1.185
2025-05-01,Intrepid Hero,Herói Intrépido,{2}{W},Creature — Human Soldier,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=intrepid+hero,[ 7.    7.34 19.99 19.99 24.75 24.99],17.34333333333333,19.99
2025-05-01,Island,Ilha,,Basic Land — Island,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=island,[],0.0,
2025-05-01,Jagged Lightning,Raio Repartido,{3}{R}{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=jagged+lightning,[0.08 0.1  0.14 0.18 0.18 0.18 0.19 0.2 ],0.15625,0.18
2025-05-01,"Karn, Silver Golem","Karn, Golem de Prata",{5},Legendary Artifact Creature — Golem,[],USG,A Saga de Urza,"https://www.ligamagic.com.br/?view=cards/card&card=karn,+silver+golem",[44.96 47.5  47.5  43.9  49.99 50.35 54.93 56.8 ],49.49125,48.745000000000005
2025-05-01,Launch,Lançar,{1}{U},Enchantment — Aura,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=launch,[0.09 0.1  0.14 0.14 0.14 0.15 0.15 0.17],0.135,0.14
2025-05-01,Lay Waste,Assolar,{3}{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=lay+waste,[0.09 0.09 0.1  0.11 0.11 0.13 0.13 0.14],0.1125,0.11
2025-05-01,Lifeline,Linha Vital,{5},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=lifeline,[40.8  45.91 54.15 57.   57.   57.5  53.   58.7 ],53.0075,55.575
2025-05-01,Lightning Dragon,Dragão do Relâmpago,{2}{R}{R},Creature — Dragon,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=lightning+dragon,[ 9.75 11.88 11.98 12.95 13.83 14.   14.   14.  ],12.79875,13.39
2025-05-01,Lilting Refrain,Refrão Cadenciado,{1}{U},Enchantment,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=lilting+refrain,[0.1  0.25 0.3  0.39 0.43 0.5  0.5  0.5 ],0.3712499999999999,0.41000000000000003
2025-05-01,Lingering Mirage,Miragem Duradoura,{1}{U},Enchantment — Aura,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=lingering+mirage,[0.25 0.25 0.29 0.32 0.35 0.35 0.35 0.36],0.3149999999999999,0.33499999999999996
2025-05-01,Looming Shade,Vulto Indistinto,{2}{B},Creature — Shade,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=looming+shade,[0.04 0.09 0.09 0.09 0.09 0.09 0.09 0.09],0.0837499999999999,0.09
2025-05-01,Lotus Blossom,Flor de Lótus,{2},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=lotus+blossom,[2.39 2.53 4.95 5.6  5.93 6.   6.   6.  ],4.925,5.765
2025-05-01,Lull,Calmaria,{1}{G},Instant,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=lull,[0.05 0.09 0.1  0.14 0.15 0.18 0.2  0.25],0.145,0.14500000000000002
2025-05-01,Lurking Evil,Perversidade Furtiva,{B}{B}{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=lurking+evil,[  0.27   0.9    0.9    1.     1.   108.   125.   134.  ],46.38375,1.0
2025-05-01,Mana Leech,Sanguessuga de Mana,{2}{B},Creature — Leech,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=mana+leech,[0.18 0.2  0.23 0.23 0.24 0.25 0.25 0.27],0.23125,0.235
2025-05-01,Meltdown,Fusão,{X}{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=meltdown,[ 4.28  5.09  6.65  8.99  9.6   9.95 10.2  12.  ],8.345,9.295
2025-05-01,Metrognome,Metrognomo,{4},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=metrognome,[  0.61   0.7    0.75   0.95 125.     1.25 139.     1.44],33.7125,1.1
2025-05-01,Midsummer Revel,Festa do Solstício de Verão,{3}{G}{G},Enchantment,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=midsummer+revel,[0.77 0.9  0.95 0.95 0.99 1.   1.   1.1 ],0.9575,0.97
2025-05-01,Mishra's Helix,Hélice de Mishra,{5},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=mishra's+helix,[ 4.95  5.    9.95 11.99 12.74 12.9  14.99 15.  ],10.94,12.365
2025-05-01,Mobile Fort,Forte Móvel,{4},Artifact Creature — Wall,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=mobile+fort,[0.1  0.14 0.15 0.2  0.2  0.22 0.23 0.24],0.185,0.2
2025-05-01,Monk Idealist,Monge Idealista,{2}{W},Creature — Human Monk Cleric,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=monk+idealist,[0.3  0.38 0.39 0.47 0.48 0.49 0.49 0.49],0.43625,0.475
2025-05-01,Monk Realist,Monge Realista,{1}{W},Creature — Human Monk Cleric,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=monk+realist,[0.11 0.18 0.18 0.18 0.25 0.25 0.25 0.25],0.20625,0.215
2025-05-01,Morphling,Morfolídeo,{3}{U}{U},Creature — Shapeshifter,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=morphling,[45.   47.5  54.99 55.   59.5  59.99 64.99 65.  ],56.49625,57.25
2025-05-01,Mountain,Montanha,,Basic Land — Mountain,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=mountain,[],0.0,
2025-05-01,Noetic Scales,Escalas Poéticas,{4},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=noetic+scales,[14.5  17.   19.   19.   19.9  21.   21.24 21.5 ],19.1425,19.45
2025-05-01,No Rest for the Wicked,Sem Descanso para o Mal,{1}{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=no+rest+for+the+wicked,[2.09 2.09 2.11 2.31 2.54 2.57 2.67 2.78],2.395,2.425
2025-05-01,Okk,Okk,{1}{R},Creature — Goblin,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=okk,[0.45 0.46 0.5  0.68 0.89 0.92 0.94 0.99],0.72875,0.785
2025-05-01,Opal Acrolith,Acrólita de Opala,{2}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=opal+acrolith,[0.07 0.09 0.09 0.09 0.11 0.11 0.16 0.18],0.1124999999999999,0.1
2025-05-01,Opal Archangel,Arcanjo de Opala,{4}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=opal+archangel,[6.5  6.75 6.39 6.93 7.69 7.75 7.75 7.75],7.188750000000001,7.3100000000000005
2025-05-01,Opal Caryatid,Cariátide de Opala,{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=opal+caryatid,[0.04 0.09 0.09 0.09 0.09 0.11 0.12 0.14],0.09625,0.09
2025-05-01,Opal Gargoyle,Gárgula de Opala,{1}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=opal+gargoyle,[0.09 0.09 0.09 0.1  0.1  0.1  0.11 0.11],0.09875,0.1
2025-05-01,Opal Titan,Titã de Opala,{2}{W}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=opal+titan,[0.35 0.45 0.49 0.5  0.55 0.55 0.67 0.68],0.53,0.525
2025-05-01,Oppression,Opressão,{1}{B}{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=oppression,[19.9  19.95 19.99 20.   21.9  22.   23.   24.  ],21.3425,20.95
2025-05-01,Order of Yawgmoth,Ordem de Yawgmoth,{2}{B}{B},Creature — Phyrexian Zombie Knight,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=order+of+yawgmoth,[0.39 0.45 0.5  0.5  0.5  0.68 0.7  0.75],0.55875,0.5
2025-05-01,Outmaneuver,Frustrar Tática Defensiva,{X}{R},Instant,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=outmaneuver,[0.25 0.75 0.78 0.84 0.35 0.88 0.9  0.99],0.7175,0.81
2025-05-01,Pacifism,Pacifismo,{1}{W},Enchantment — Aura,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pacifism,[],0.0,
2025-05-01,Parasitic Bond,Vínculo Parasítico,{3}{B},Enchantment — Aura,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=parasitic+bond,[0.2  0.25 0.25 0.25 0.27 0.3  0.35 0.35],0.2774999999999999,0.26
2025-05-01,Pariah,Pária,{2}{W},Enchantment — Aura,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pariah,[ 5.1   7.99  9.75 10.   11.93 12.   12.   12.9 ],10.20875,10.965
2025-05-01,Path of Peace,Caminho da Paz,{3}{W},Sorcery,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=path+of+peace,[0.08 0.09 0.09 0.09 0.11 0.11 0.12 0.14],0.10375,0.1
2025-05-01,Pegasus Charger,Pégaso Atacante,{2}{W},Creature — Pegasus,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pegasus+charger,[0.08 0.09 0.09 0.09 0.09 0.1  0.11 0.11],0.095,0.09
2025-05-01,Pendrell Drake,Dragonete de Pendrell,{3}{U},Creature — Drake,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pendrell+drake,[0.05 0.09 0.09 0.1  0.11 0.14 0.14 0.18],0.1125,0.10500000000000001
2025-05-01,Pendrell Flux,Fluxo de Pendrell,{1}{U},Enchantment — Aura,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pendrell+flux,[0.04 0.09 0.09 0.09 0.1  0.13 0.14 0.14],0.1025,0.095
2025-05-01,Peregrine Drake,Dragonete Peregrino,{4}{U},Creature — Drake,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=peregrine+drake,[1.43 1.9  1.99 1.99 1.99 2.5  2.99 3.9 ],2.33625,1.99
2025-05-01,Persecute,Perseguir,{2}{B}{B},Sorcery,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=persecute,[ 2.09  2.49  5.75  7.7   8.99  9.75  9.99 11.75],7.313750000000001,8.345
2025-05-01,Pestilence,Pestilência,{2}{B}{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pestilence,[1.27 1.39 1.4  1.4  1.3  1.99 2.   2.12],1.60875,1.4
2025-05-01,Phyrexian Colossus,Colosso Phyrexiano,{7},Artifact Creature — Phyrexian Golem,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=phyrexian+colossus,[0.38 1.95 2.52 3.99 4.59 4.75 5.4  9.99],4.19625,4.29
2025-05-01,Phyrexian Ghoul,Carniçal Phyrexiano,{2}{B},Creature — Phyrexian Zombie,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=phyrexian+ghoul,[0.09 0.09 0.09 0.1  0.13 0.13 0.13 0.14],0.1125,0.115
2025-05-01,Phyrexian Processor,Processador Phyrexiano,{4},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=phyrexian+processor,[ 1.    5.    5.69  7.9   9.75 14.9  16.   16.9 ],9.6425,8.825
2025-05-01,Phyrexian Tower,Torre Phyrexiana,,Legendary Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=phyrexian+tower,[249.99 250.   259.   274.99 274.99 297.42 299.9  300.  ],275.78625,274.99
2025-05-01,Pit Trap,Fojo com Estacas,{2},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pit+trap,[0.15 0.18 0.18 0.2  0.21 0.23 0.24 0.24],0.20375,0.20500000000000002
2025-05-01,Plains,Planície,,Basic Land — Plains,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=plains,[],0.0,
2025-05-01,Planar Birth,Nascimento Interplanar,{1}{W},Sorcery,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=planar+birth,[11.4  11.75 11.99 12.59 13.75 14.2  14.94 15.15],13.22125,13.17
2025-05-01,Planar Void,Vácuo Interplanar,{B},Enchantment,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=planar+void,[12.   12.95 13.26 22.95 24.99 24.99 27.98 28.  ],20.89,23.97
2025-05-01,Polluted Mire,Lamaçal Poluído,,Land,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=polluted+mire,[0.18 0.18 0.23 0.24 0.28 0.32 0.33 0.4 ],0.27,0.26
2025-05-01,Pouncing Jaguar,Jaguar Rabaz,{G},Creature — Cat,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=pouncing+jaguar,[0.18 0.2  0.24 0.25 0.25 0.25 0.3  0.3 ],0.24625,0.25
2025-05-01,Power Sink,Sorvedouro de Mana,{X}{U},Instant,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=power+sink,[0.09 0.09 0.09 0.14 0.14 0.14 0.14 0.17],0.125,0.14
2025-05-01,Power Taint,Marca de Poder,{1}{U},Enchantment — Aura,['U'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=power+taint,[0.04 0.09 0.1  0.11 0.13 0.13 0.14 0.14],0.11,0.12
2025-05-01,Presence of the Master,Presença do Mestre,{3}{W},Enchantment,['W'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=presence+of+the+master,[  0.85 125.   148.     3.     3.75   3.75   3.99   4.99],36.666250000000005,3.87
2025-05-01,Priest of Gix,Sacerdote de Gix,{2}{B},Creature — Phyrexian Human Cleric Minion,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=priest+of+gix,[ 9.99 13.11 13.95 14.4  16.16 18.   13.5  19.75],14.8575,14.175
2025-05-01,Priest of Titania,Sacerdote de Titânia,{1}{G},Creature — Elf Druid,['G'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=priest+of+titania,[ 7.76  9.    9.48  9.8   9.8   9.95 10.5  11.73],9.7525,9.8
2025-05-01,Purging Scythe,Foice Expurgadora,{5},Artifact,[],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=purging+scythe,[0.37 0.6  0.75 0.95 0.99 1.   1.01 1.05],0.84,0.97
2025-05-01,Rain of Filth,Chuva de Imundície,{B},Instant,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rain+of+filth,[19.54 23.25 24.   25.   25.   25.65 26.   27.  ],24.43,25.0
2025-05-01,Rain of Salt,Chuva de Sal,{4}{R}{R},Sorcery,['R'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=rain+of+salt,[0.24 0.25 0.31 0.39 0.5  0.6  0.75 0.75],0.47375,0.445
2025-05-01,Ravenous Skirge,Eskirge Voraz,{2}{B},Creature — Phyrexian Imp,['B'],USG,A Saga de Urza,https://www.ligamagic.com.br/?view=cards/card&card=ravenous+skirge,[0.09 0.09 0.09 0.1  0.1  0.11 0.13 0.13],0.105,0.1
